method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
disjointcycles,hard,5,0.5,10000,6,20,20,,0.0782817812422257,0.4255319148936169,0.5666666666666667,0.1770833333333333,0.2698412698412698,92,0.4583333333333333,0.1375,0.2115384615384615,,,,5.341296663042158,9,5,5,0.8,1,4
disjointcycles,hard,5,0.5,10000,7,20,20,,0.0185068726978708,0.5609756097560975,0.4393939393939394,0.2929292929292929,0.3515151515151515,107,0.4333333333333333,0.3058823529411765,0.3586206896551724,,,,6.196863004006445,11,4,5,0.7,1,4
disjointcycles,hard,5,0.5,10000,8,20,20,,0.119268353796041,0.5882352941176471,0.5666666666666667,0.3434343434343434,0.4276729559748427,91,0.5384615384615384,0.345679012345679,0.4210526315789473,,,,5.759357342030853,7,6,5,0.9,1,2
disjointcycles,hard,5,0.5,10000,9,20,20,,0.5814977973568282,0.911764705882353,0.8166666666666667,0.5268817204301075,0.6405228758169935,55,0.82,0.5189873417721519,0.6356589147286822,,,,11.833316391101109,11,4,5,0.7,1,15
disjointcycles,hard,5,0.5,50000,0,20,20,,0.7042801556420234,0.5263157894736842,0.9272727272727272,0.504950495049505,0.6538461538461539,54,0.9130434782608696,0.4719101123595505,0.6222222222222222,,,,52.13675690605305,13,3,5,0.6,1,16
disjointcycles,hard,5,0.5,50000,1,20,20,,0.1968014668432311,0.8,0.5647058823529412,0.4615384615384615,0.507936507936508,93,0.5897435897435898,0.5227272727272727,0.5542168674698795,,,,37.46786420093849,9,6,5,0.8,1,5
disjointcycles,hard,5,0.5,50000,2,20,20,,0.9648798521256932,0.7017543859649124,0.9382716049382716,0.7037037037037037,0.8042328042328042,37,0.9253731343283582,0.6666666666666666,0.775,,,,52.21070695715025,10,4,5,0.75,1,11
disjointcycles,hard,5,0.5,50000,3,20,20,,0.1465677179962894,0.5283018867924528,0.5142857142857142,0.3636363636363636,0.4260355029585798,97,0.46875,0.3614457831325301,0.4081632653061224,,,,31.20420299191028,9,4,5,0.8,1,3
disjointcycles,hard,5,0.5,50000,4,20,20,,0.76930548810102,0.5185185185185185,0.7916666666666666,0.3877551020408163,0.5205479452054794,70,0.8378378378378378,0.369047619047619,0.5123966942148761,,,,57.1895114639774,11,4,5,0.7,1,14
disjointcycles,hard,5,0.5,50000,5,20,20,,0.019752358490566,0.3666666666666667,0.2682926829268293,0.0973451327433628,0.1428571428571428,132,0.2432432432432432,0.0918367346938775,0.1333333333333333,,,,24.92299381783232,10,5,5,0.75,1,2
