regime,n,seed,method,ari,exact,partition_exact,ica_runtime_sec,selection_runtime_sec,total_runtime_sec,cap_hit,timed_out,completed,selection_share,selection_over_ica,selection_dominates
hard,10000,5,ours,1.0,1.0,1.0,0.01754112495109439,4.374998388811946e-05,0.01758487493498251,False,False,True,0.002487932615379899,0.0024941378623148055,False
hard,10000,6,arbitrary_control,0.0,0.0,0.0,0.014255375019274652,3.9166805800050496e-05,0.014294541825074702,False,False,True,0.0027399832942771366,0.0027475114296953373,False
hard,10000,6,enum_first_stable,1.0,1.0,1.0,0.014255375019274652,2.288938749989029,2.3031941250083037,False,False,True,0.9938106063815948,160.5667158453679,True
hard,10000,6,enum_uniform_random,0.09173328937608176,0.0,0.0,0.014255375019274652,2.2889485836261882,2.303203958645463,False,False,True,0.9938106328075007,160.5674056649725,True
hard,10000,6,ours,1.0,1.0,1.0,0.014255375019274652,6.754201604053378e-05,0.014322917035315186,False,False,True,0.004715660634911125,0.004738003451274373,False
hard,10000,7,arbitrary_control,0.003504380475594493,0.0,0.0,0.01784450002014637,4.1791179683059454e-05,0.01788629119982943,False,False,True,0.0023364921892503904,0.0023419641702416643,False
hard,10000,7,enum_first_stable,1.0,1.0,1.0,0.01784450002014637,2.394667082990054,2.4125115830102004,False,False,True,0.992603351566967,134.1963675242503,True
hard,10000,7,enum_uniform_random,0.8672875436554133,0.6,0.6,0.01784450002014637,2.3946786243934186,2.412523124413565,False,False,True,0.9926033869522043,134.19701430075574,True
hard,10000,7,ours,1.0,1.0,1.0,0.01784450002014637,4.9916969146579504e-05,0.01789441698929295,False,False,True,0.0027895275479747185,0.0027973307792442175,False
hard,10000,8,arbitrary_control,0.0,0.0,0.0,0.013827542017679662,4.3308408930897715e-05,0.01387085042661056,False,False,True,0.0031222605391096002,0.0031320395827056113,False
hard,10000,8,enum_first_stable,1.0,1.0,1.0,0.013827542017679662,2.7139733750373125,2.727800917054992,False,False,True,0.9949308829939802,196.27301595375894,True
